name,year,url,journal,abstract
[Hematological & histological aspects of diabetes insipidus & of the effect of postpituitary hormone in man],Jul-Aug,https://pubmed.ncbi.nlm.nih.gov/13498426/,Ann Endocrinol (Paris),No abstract available
"Juvenile onset diabetes mellitus, central diabetes insipidus and optic atrophy (Wolfram syndrome)--neurological findings and prognostic implications",1991,https://pubmed.ncbi.nlm.nih.gov/1857494/,Neuropediatrics,"The authors report on one case of Wolfram syndrome, a rare condition, which is characterized by juvenile onset diabetes mellitus, diabetes insipidus, optic atrophy and sensorineural deafness. The findings of this 13-year follow-up show that this patient developed typical neurological complications of long-standing diabetes mellitus as in the common type 1 variant. Moreover, some peculiar signs occurred such as anosmia, ophthalmoplegia interna, and central nystagmus. Since Wolfram syndrome is probably part of a more generalized neurodegenerative disorder, long-term prognosis will depend both upon the severity of chronic diabetic complications and upon the rapidity, by which degeneration of cerebellar, pontine and brain stem structures appear. Prognosis of the cardinal clinical signs is such that optic atrophy, though usually quite rapid in the beginning, generally does not lead to complete blindness. Sensorineural hearing loss progresses very slowly so that deafness might be expected exceptionally only. The hearing deficit in classical diabetics, however, is of retrocochlear origin. Therefore, in Wolfram syndrome, a combined inner-ear and retrocochlear hearing loss may occur."
[Diabetes insipidus in infancy. II. Study of eleven cases (author's transl)],1977,https://pubmed.ncbi.nlm.nih.gov/842976/,An Esp Pediatr,"Eleven cases of diabetes insipidus are revised and distributed in the following four groups: I. Idiopathic diabetes insipidus, three. II. Secondary diabetes insipidus, four. III. Nephrogenic diabetes insipidus, two. IV. Psychogenic diabetes insipidus, two. In all these cases, clinical parameters, general analysis, hydric metabolism (static and dinamic), are studied. The precocious beginning of psychogenic diabetes insipidus, and some conclusions, on a difficult case of hard diagnosis are emphasized."
[Diagnosis problems in diabetes insipidus],1966,https://pubmed.ncbi.nlm.nih.gov/5952354/,Arch Maragliano Patol Clin,No abstract available
[Dominant heredity of diabetes insipidus caused by pitressin deficiency],1955,https://pubmed.ncbi.nlm.nih.gov/13306906/,J Genet Hum,No abstract available
[Pathogenesis and treatment of congenital nephrogenic diabetes insipidus (author's transl)(proceedings)],Jul-Aug,https://pubmed.ncbi.nlm.nih.gov/192128/,Ann Endocrinol (Paris),No abstract available
Diabetes insipidus,2006,https://pubmed.ncbi.nlm.nih.gov/17004859/,Expert Rev Anticancer Ther,"Water balance is precisely regulated by vasopressin, thirst and the kidneys; plasma osmolality is maintained within a narrow range, despite large variations in normal water intake and loss. Disruption of these finely balanced mechanisms is common, however, and can be precipitated by various disease states. Diabetes insipidus is a disease process with several underlying pathogenic mechanisms--all ultimately resulting in excretion of large volumes of dilute urine. This review will discuss the pathophysiology, diagnosis and treatment of diabetes insipidus, with emphasis on disorders of osmoregulation following neurosurgery of the pituitary and hypothalamus."
Fatal Fournier's gangrene caused by Clostridium ramosum in a patient with central diabetes insipidus and insulin-dependent diabetes mellitus: a case report,2018,https://pubmed.ncbi.nlm.nih.gov/30071825/,BMC Infect Dis,"Background: Clostridium ramosum is a generally non-pathogenic enteric anaerobe, and Fournier's gangrene is a rare necrotizing soft tissue infection with male predisposition affecting the perineum and the genital area. We report, to our knowledge, the first case of Fournier's gangrene caused by C. ramosum in a female patient with multiple underlying conditions.
Case presentation: A 44-year-old woman with a 6-year history of insulin-dependent diabetes mellitus after total pancreatectomy and an 11-year history of central diabetes insipidus developed a pain in the genital area after a month of urinary catheter use. The lower abdominal pain worsened gradually over 2 weeks, and the pain, general fatigue, and loss of appetite prompted the patient's hospital admission. As she had severe edema in her pelvic and bilateral femoral areas, ceftriaxone was started empirically after collecting two sets of blood cultures. On hospital day 2, CT examination revealed the presence of necrotizing faciitis in the genital and pelvic areas, and the antibiotics were changed to a combination of meropenem, vancomycin, and clindamycin. Gram-positive cocci and gram-positive rods were isolated from blood cultures, which were finally identified as Streptococcus constellatus and C. ramosum using superoxide dismutase and 16S rDNA sequencing. An emergent surgery was performed on hospital day 2 to remove the affected tissue. Despite undergoing debridement and receiving combined antimicrobial chemotherapies, the patient's clinical improvement remained limited. The patient's condition continued to deteriorate, and she eventually died on hospital day 8. In the present case, the underlying diabetes mellitus, urinary incontinence due to central diabetes insipidus, undernutrition, and edema served as the predisposing conditions.
Conclusions: C. ramosum is a potentially opportunistic pathogen among immunosuppressed persons and a rare cause of necrotizing fasciitis."
A Novel Form of Familial Vasopressin Deficient Diabetes Insipidus Transmitted in an X-linked Recessive Manner,2022,https://pubmed.ncbi.nlm.nih.gov/35137152/,J Clin Endocrinol Metab,"Context: Familial pituitary diabetes insipidus has been described only in an autosomal dominant or recessive mode of inheritance.
Objective: This work aims to determine the cause of a novel form of familial diabetes insipidus (DI) that is controlled by desmopressin therapy but segregates in an X-linked recessive manner.
Methods: Thirteen members from 3 generations of the kindred with familial DI were studied. Water intake, urine volume, urine osmolality, plasma osmolality, and plasma vasopressin were measured under basal conditions, during fluid deprivation, 3% saline infusion, and water loading. Magnetic resonance images of the posterior pituitary also were obtained. In affected males, the effects of desmopressin therapy and linkage of the DI to markers for chromosome Xq28 were determined. In addition, the genes encoding vasopressin, aquaporin-2, the AVPR2 receptor, and its flanking regions were sequenced.
Results: This study showed that 4 males from 3 generations of the kindred have DI that is due to a deficiency of vasopressin, is corrected by standard doses of desmopressin, and segregates with markers for the AVPR2 gene in Xq28. However, no mutations were found in AVPR2 or its highly conserved flanking regions. Exome sequencing confirmed these findings and also revealed no deleterious variants in the provasopressin and aquaporin-2 genes. The 4 obligate female carriers osmo-regulated vasopressin in the low normal range.
Conclusion: X-linked recessive transmission of DI can be due to a defect in either the secretion or the action of vasopressin. Other criteria are necessary to differentiate and manage the 2 disorders correctly."
[Diabetes insipidus post-traumatic lethal intracranial hypotension],1956,https://pubmed.ncbi.nlm.nih.gov/13404944/,Encephale,No abstract available
Laboratory diagnosis of endocrinological disease,1976,https://pubmed.ncbi.nlm.nih.gov/825999/,Vet Clin North Am,No abstract available
[Idiopathic retroperitoneal fibrosis disclosed by nephrogenic diabetes insipidus],1993,https://pubmed.ncbi.nlm.nih.gov/8378621/,Rev Med Interne,Nephrogenic diabetes insipidus is an exceptional complication of incomplete ureteric obstruction with hydronephrosis. We report one case of this condition revealing idiopathic retroperitoneal fibrosis. Pathogenic mechanisms are discussed.
[2 Cases of diabetes insipidus with raised urinary 17-ketosteroid levels studied chromatographically],Jul-Aug,https://pubmed.ncbi.nlm.nih.gov/13498430/,Ann Endocrinol (Paris),No abstract available
Evaluation and management of diabetes insipidus,1997,https://pubmed.ncbi.nlm.nih.gov/9149642/,Am Fam Physician,"Diabetes insipidus is an uncommon condition characterized by polyuria and polydipsia. The symptoms and biochemical changes of this condition result from either a lack of antidiuretic hormone or renal insensitivity to its effect. Failure to produce or release antidiuretic hormone may result from cranial pathology, including trauma and surgery. The renal insensitivity to antidiuretic hormone that occurs in patients with nephrogenic diabetes insipidus may be caused by genetic factors, drugs (especially lithium) or specific disease processes. Patients may compensate for polyuria and nocturia by excessive water intake but show marked decreases in urine specific gravity and osmolality. Patients with severe and uncompensated symptoms develop marked dehydration, neurologic symptoms and encephalopathy. The water deprivation test is useful in diagnosing diabetes insipidus and in differentiating neurogenic from nephrogenic cases. Neurogenic diabetes insipidus may respond to nasal administration of desmopressin. Nephrogenic diabetes insipidus requires good hydration and monitoring of body chemistry. Thiazides and amiloride may relieve symptoms."
